titulo,subtitulo,data,autor,texto
Robert Kennedy Jr. considera desistir de campanha e apoiar Trump,"Nicole Shanahan, vice do candidato independente, diz que ainda avalia apoio ao republicano ou consolidação de 3ª via para 2028",20.ago.2024 (terça-feira) - 21h05,PODER360,"Nicole Shanahan (Independente), candidata à Vice-Presidente dos Estados Unidos pela chapa de Robert Kennedy Jr. (Independente), afirmou que a campanha considera desistir de corrida à Casa Branca para apoiar o ex-presidente Donald Trump (Partido Republicano) no pleito de 5 de novembro.
Nicole também disse que ainda avalia o apoio ao republicano ou a consolidação de uma 3ª via para as eleições presidenciais de 2028. As falas da advogada se deram em uma entrevista publicada nesta 3ª feira (20.ago.2024) pelo podcastImpact Theory.
“Há duas opções que estamos analisando e uma é permanecer [na disputa], formando um novo partido, mas corremos o risco de uma presidência de Kamala Harris eWalzporque atraímos votos de Trump, ou de alguma forma atraímos mais votos de Trump”, declarou.
Trump já se mostrou receptivo à ideia de ter Robert Kennedy Jr. em seu possível futuro governo, caso ele decida apoiá-lo, e disse estar disposto para discutir um papel para o candidato independente em sua administração.
Robert Kennedy Jr., por sua vez, também declarou estar disposto a conversar com outros presidenciáveis norte-americanos. No entanto, não direcionou sua fala a Trump, deixando margem para conversar com a campanha da vice-presidente Kamala Harris (Partido Democrata).

Apesar de demonstrar a possibilidade de desistência de campanha,Nicole Shanahannão citou datas para um possível anúncio. Na entrevista, também afirmou que, em caso de desistência de sua chapa, consideraria concorrer para o cargo de Governadora da Califórnia.
Robert Kennedy Jr. é filho do falecido político democrata Robert F. Kennedy e sobrinho do ex-presidente dos Estados Unidos John F. Kennedy (Partido Democrata).
Também é conhecido por suas posições favoráveis ao ambientalismo e a liberdade de expressão. Ele é um crítico da política anti-covid implementada durante a pandemia do vírus e a participação dos Estados Unidos em conflitos em outros países.
Inicialmente, tentou enfrentar o presidente Joe Biden pela nomeação do Partido Democrata. Porém, optou por uma candidatura independente depois de o presidente dos Estados Unidos ter a sua nomeação consolidada pela sigla."
Senado aprova urgência para projeto que enfraquece decreto de Lula,Texto libera a operação de clubes de tiro a menos de 1 km de escolas públicas e privadas; foi adiada para a próxima 3ª feira,20.ago.2024 (terça-feira) - 20h50,Naomi Matsui repórter,"O Senado aprovou nesta 3ª feira (20.ago.2024) um requerimento para dar urgência aoPDL(Projeto de Decreto Legislativo) que enfraquece odecreto de armasdo presidenteLuiz Inácio Lula da Silva(PT) de 2023. O texto libera a operação de clubes de tiro a menos de 1 km de escolas públicas e privadas.
A votação foi realizada de forma simbólica, sem registro do voto de cada senador.A análise do conteúdo foi marcada para a próxima 3ª feira (27.ago), em sessão semipresencial.
Relatado porVanderlan Cardoso(PSD-GO), a proposta também permite que colecionadores comprem armas automáticas e semiautomáticas de calibre de uso restrito e de uso das Forças Armadas.
Na prática, o requerimento de urgência acelera a tramitação, porque permite que o texto seja discutido diretamente em plenário, sem passar por outras comissões da Casa.
O projeto, no entanto, jáhavia sido aprovado pela CCJ(Comissão de Constituição e Justiça) da Casa na semana passada, em uma votação relâmpago de 50 segundos.
O PDL de autoria do deputadoIsmael Alexandrino(PSD-GO) já tinha sido aprovado na Câmara dos Deputados."
RS emite alerta sobre mpox para profissionais e população,Estado confirmou 5 casos de infecção pela doença neste ano; governo federal instalou Centro de Operações de Emergência,20.ago.2024 (terça-feira) - 20h44,PODER360,"Depois de confirmar pelo menos 5 casos de mpox este ano, a Secretaria de Saúde do Rio Grande do Sul publicou alerta epidemiológico relacionado ao cenário da doença. Nenhuma das infecções detectadas no Estado, entretanto, estão relacionadas à nova variante identificada no continente africano e que motivou, em parte, a emergência global.
Em nota, a secretaria destaca que a mpox configura doença de notificação compulsória imediata e que os casos suspeitos, portanto, devem ser registrados no sistema do Ministério da Saúde em até 24 horas.
Segundo o documento, o diagnóstico laboratorial deve ser realizado por meio da detecção molecular do vírus usando qPCR, a reação em cadeia da polimerase em tempo real.
“Recomenda-se a coleta de material vesicular e crostas, quando ambas estiverem presentes. Na ausência destas, coletar swab de orofaringe/nasofaringe e swab perianal e genital.A confirmação dos casos poderá ser realizada através de exames realizados pela rede laboratorial privada, desde que o laboratório cumpra com as determinações da diretoria colegiada da Anvisa (Agência Nacional de Vigilância Sanitária)”, diz alerta a secretaria.
A secretaria também afirma que todas as amostras com resultados detectáveis identificadas em laboratórios privados deverão obrigatoriamente ser encaminhadas para oLacen-RS(laboratório central) para fins de vigilância genômica.
“O armazenamento e transporte destas amostras deve ser articulado pela vigilância epidemiológica local”, diz.
Na 5ª feira (15.ago.2024), o Ministério da Saúde instalou umCOE(Centro de Operações de Emergência em Saúde) para coordenar as ações de resposta à mpox no Brasil. O órgão informou que, desde a 1ª emergência decretada em razão da doença, de 2022 para 2023, a vigilância para mpox se manteve como prioridade no país.
O ministério afirmou que vinha monitorando atentamente a situação mundial e as informações compartilhadas pela OMS (Organização Mundial da Saúde0 e por outras instituições, e que já iniciou a atualização das recomendações e do plano de contingência para a doença no Brasil. Anunciou ainda que negocia a aquisição emergencial de 25.000 doses contra a mpox junto àOpas(Organização Pan-Americana da Saúde).
“Estamos numa fase em que o que é importante é a vigilância e o monitoramento”, afirmou a ministra da Saúde, Nísia Trindade.
“Muitas vezes, as pessoas ficam ansiosas. A vacina sempre gera uma grande expectativa. Mas é importante reiterar que, nos casos em que se recomenda a vacinação, ela é muito seletiva, focada em públicos-alvo muito específicos até este momento”, disse.
Na instalação do COE, a secretária de Vigilância em Saúde, Ethel Maciel, disse que, dentro das configurações da nova emergência global instalada pela OMS, o Brasil está no nível 1, o menos alarmante, com cenário de normalidade para mpox e sem casos da nova variante.
A última morte pela doença em solo brasileiro foi registrado em abril de 2023.
De acordo com o ministério, o nível 2 refletiria um cenário de mobilização, com detecção de casos importados no Brasil; o nível 3, cenário de alerta, com detecção de casos autóctones esporádicos; o nível 4, situação de emergência, com transmissão sustentada em território nacional; e o nível 5, situação de crise, com uma epidemia de mpox instalada no país.
Com informações daAgência Brasil."
Boeing cancela voos do 777X após encontrar rachaduras em aviões,Problemas identificados em elos de propulsão adiam lançamento da aeronave para 2025 e afetam o cronograma de entrega,20.ago.2024 (terça-feira) - 20h40,PODER360,"A Boeing suspendeu todos os voos de teste da frota de modelo 777X nesta 3ª feira (20.ago.2024), depois da descoberta de rachaduras estruturais em 3 de 4 aeronaves inspecionadas. O problema foi identificado durante uma manutenção programada.
O elo de propulsão dos aviões, parte do conjunto do motor, estava com fraturas. A peça é essencial para a transferência de impulso do motor para a estrutura do avião. A falha foi detectada inicialmente depois de um pouso no Estado do Havaí (EUA).
De acordo com aCNBC, a Boeing afirmou que está trabalhando para resolver a falha. A empresa informou a FAA (Federal Aviation Administration) sobre o ocorrido.
A Boeing já havia atrasado o lançamento do 777X, previsto inicialmente para 2020. A empresa anunciou que os voos não decolarão até 2025, adiando mais a entrada da aeronave no mercado.
O 777X é promovido pela Boeing como uma de suas aeronaves mais avançadas. Atualmente, a empresa enfrenta uma crise devido aos problemas técnicos encontrados em seus modelos.
Na 2ª feira (19.ago), a FAA, reguladora da aviação nos EUA equivalente à Anac no Brasil, exigiu que ascompanhias aéreas inspecionem as aeronaves  787 Dreamliner. As investigações serão direcionadas aos assentos dos pilotos e co-pilotos nos modelos 787-8, 787-9 e 787-10."
PagBank registra lucro líquido de R$ 542 mi no 2º trimestre,"Valor representa aumento de 31% em relação ao ano anterior; receita líquida do banco de abril a junho foi de R$ 4,6 bilhões",20.ago.2024 (terça-feira) - 20h30,PODER360,"O PagBank  –que pertence ao Grupo UOL, da família Frias–  anunciou nesta 3ª feira (20.ago.2024) um lucro líquido recorrente de R$ 542 milhões no 2º trimestre de 2024, representando um aumento de 31% em comparação ao mesmo período do ano anterior. O lucro líquido contábil também alcançou um recorde de R$ 504 milhões, com o mesmo ritmo de crescimento.
A receita líquida do banco de abril a junho foi de R$ 4,6 bilhões, um aumento de 19% em relação ao ano passado, impulsionada por um forte crescimento nas receitas de serviços financeiros. Já o número de clientes alcançou a marca de 31,6 milhões. Eis aíntegrado relatório financeiro da empresa (854 kB, em inglês).
“Somos quase 32 milhões de clientes. Os números consolidam o PagBank como um banco sólido e completo, reforçando nosso propósito de facilitar a vida financeira de pessoas e negócios de maneira simples, integrada, segura e acessível”, afirmou Alexandre Magnani, CEO do PagBank há quase 2 anos.
No segmento de adquirência, o banco registrou um TPV (Total Payment Volume) de R$ 124,4 bilhões, destacando-se especialmente entre as micro e pequenas empresas, que representam 67% desse volume.
O banco digital também registrou um aumento significativo nocash-in, atingindo R$ 76,4 bilhões, e um volume recorde de depósitos de R$ 34,2 bilhões, um crescimento de 87% em relação ao ano anterior.
A carteira de crédito do PagBank cresceu 11% ao ano, alcançando R$ 2,9 bilhões. Com esses resultados, o banco revisou para cima suas projeções de TPV e lucro líquido recorrente para o ano."
"PL que altera Lei da Ficha Limpa é um retrocesso, diz entidade",Associação de advogados eleitoralistas repudia a mudança; projeto quer reduzir inelegibilidade de políticos cassados e condenados,20.ago.2024 (terça-feira) - 20h25,PODER360,"A ABRE (Associação Brasileira de Eleitoralistas) disse nesta 3ª feira (20.ago.2024) que o projeto de lei que altera prazos daLei da Ficha Limparepresenta um“gravíssimo retrocesso para as normas eleitorais”.
Segundo a entidade que reúne advogados, incluindo um dos redatores da Lei da Ficha Limpa,Márlon Reis, as mudanças propostas servem para dar livre acesso à candidatura a cargos eletivos a indivíduos que deveriam estar fora do processo político. Leia aíntegrado manifesto dos eleitoralistas (PDF – 125 kB).
Além de mudar os prazos, o PLP (Projeto de Lei Complementar)nº 192 de 2023reduz o período de inelegibilidade em algumas situações. Também unifica o tempo de afastamento de candidatos de cargos públicos e concilia a ficha limpa com a nova regra sobre improbidade administrativa.
Aprovado no plenário da Câmara em 14 de setembro, o projeto determina que políticos cassados e condenados não poderão se eleger por 8 anos contados da condenação –prazo menor do que o que está em vigor, que é contado a partir do final da pena ou do mandato.
O projeto está na CCJ (Comissão de Constituição e Justiça) do Senado e deve ser pautado na 4ª feira (20.ago), após leitura do relatório e pedido de vista do senadorWeverton Rocha(PDT-MA) na última semana, em 14 de agosto.
Os associados criticam diversas mudanças (leia mais abaixo), mas dizem repudiar, de maneira geral, a alteração que“pretende afrouxar, de maneira nítida e acentuada, as restrições à elegibilidade de indivíduos com vida incompatível com o exercício de mandatos eletivos, que foram instituídas pela Lei das Inelegibilidades com redação dada pela Lei da Ficha Limpa”.
Eles pedem que os senadores votem contra o projeto de lei.
Apropostaamplia de 4 meses para 6 meses o prazo de desincompatibilização (afastamento do cargo) exigido para a candidatura de políticos, policiais, servidores públicos e integrantes do Ministério Público e da Defensoria Pública.
O texto também determina que, em caso de condenação por improbidade administrativa, a inelegibilidade dependerá de intenção de descumprir a lei. O objetivo é incluir naLei Eleitoralmudança já feita àLei de Improbidade Administrativa.
Conheça as principais mudanças na regra de inelegibilidade:
Legislativo
como é hoje:senadores, deputados e vereadores cassados pela Casa Legislativa são inelegíveis por 8 anos contados do fim da legislatura;
como pode passar a ser:senadores, deputados e vereadores cassados pela Casa Legislativa serão inelegíveis por 8 anos contados da data da condenação.
Executivo
como é hoje:governadores, vice-governadores, prefeitos e vice-prefeitos cassados são inelegíveis durante o período remanescente do mandato para o qual foram eleitos e nos 8 anos depois do término da legislatura.
como pode passar a ser:governadores, vice-governadores, prefeitos e vice-prefeitos serão inelegíveis por 8 anos contados da data da perda do cargo.
Cassação pela Justiça Eleitoral
como é hoje:políticos cassados por decisão dos tribunais regionais eleitorais ou do TSE (Tribunal Superior Eleitoral) são inelegíveis para as eleições que se realizarem nos 8 anos seguintes;
como pode passar a ser:políticos cassados por decisão dos tribunais regionais eleitorais ou do TSE serão inelegíveis por 8 anos contados da data da eleição na qual ocorreu a prática abusiva.
Condenadospela Justiça
como é hoje:pessoas condenadas por decisão colegiada são inelegíveis desde a condenação até 9 anos depois do cumprimento da pena;
como pode passar a ser:pessoas condenadas por decisão colegiada são inelegíveis pelo prazo de 8 anos depois da condenação."
Saiba onde cada participante se sentou na reunião no STF,"Ministros do STF, representantes do governo e os chefes do Legislativo decidiram manter emendas impositivas",20.ago.2024 (terça-feira) - 20h14,Bruna Aragão estagiária de jornalismo,"Os representantes dos Três Poderes tiveram uma reunião de cerca de 4 horas nesta 3ª feira (20.ago.2024) para discutir as emendas parlamentares. Os participantes chegaram ao STF (Supremo Tribunal Federal) por volta de 12h30.
O encontro foi convocado pelo presidente do STF, Roberto Barroso, depois da escalada de tensão entre os poderes na 6ª feira (16.ago). A Corte, por unanimidade, concordou com as decisões do ministro Flávio Dino que impuseram restrições ao pagamento de emendas por parlamentares. Ficoudecididonesta 3ª feira (20.ago) que as emendas parlamentares deverãorespeitar critériosde transparência, rastreabilidade e correção.
Veja abaixo onde sentou cada autoridade na reunião:

O encontro foi seguido por um almoço na sede do Tribunal, em Brasília, por volta das 15h30. O cardápio do buffet servido aos ministros, segundo pessoas ouvidas peloPoder360, foi bacalhau, filé mignon e uma massa vegana. Foi servido ainda entradas e sobremesa.
Estiveram presentesos presidentes da Câmara,Arthur Lira(PP-AL), e do Senado,Rodrigo Pacheco(PSD-MG), o ministro chefe daAGU(Advocacia Geral da União), Jorge Messias e o ministro da Casa Civil, Rui Costa, além de todos os 11 ministros da Corte: o presidenteLuís Roberto Barroso,o viceEdson Fachin, o decanoGilmar Mendes, a ministraCármen Lúcia,e os ministrosDias Toffoli,Luiz Fux,Alexandre de Moraes,Nunes Marques,André Mendonça,Cristiano ZanineFlávio Dino.
O procurador-geral da República, Paulo Gonet, também participou.
Veja fotos do encontro entre os Poderes:
Dentre suas decisões, Dino limitou o pagamento de emendas Pix só para obras em andamento ou calamidades, e determinou a suspensão das emendas impositivas até que fossem adotadas medidas de transparência./
Leia abaixo cada uma delas:
ADI 7695–ação da PGR (Procuradoria Geral da República) que pede a inconstitucionalidade das emendas Pix
Dino determinou em 8 de agosto que as emendas Pix só podem ser pagas para obras já em andamento ou para situações de calamidade pública devidamente reconhecida. Eis aíntegra(PDF – 190 kB).
ADI 7688–ação da Abraji (Associação Brasileira de Jornalismo Investigativo) que pede a inconstitucionalidade das emendas Pix
Dino determinou em 1º de agosto que o pagamento das emendas Pix só podem ser realizadas se obedecerem a critérios de transparência e rastreabilidade, com divulgação prévia ao recebimento dos recursos o plano de trabalho, objeto a ser executado e finalidade. Eis aíntegra(PDF – 184 kB).
ADI 7697–ação do Psol que pede a inconstitucionalidade das emendas impositivas
Dino determinou, em 14 de agosto, a suspensão das emendas impositivas até que o Congresso edite novas normas para transparência do envio dos recursos, com exceção ao pagamento a obras já em andamento e situação de calamidade. Eis aíntegra(PDF – 305 kB)."
Senado aprova desoneração e impõe derrota ao Planalto,"Projeto que prorroga benefício a 17 setores da economia ficou sem eventual compensação via JCP, como queria a Fazenda; reoneração gradual ocorrerá até o fim de 2027",20.ago.2024 (terça-feira) - 20h03,Felipe Salgado repórter,"O Senado venceu mais uma vez aqueda de braço travada contra o governoao manter a desoneração fiscal nesta 3ª feira (20.ago.2024). Depois de se arrastar por quase 1 ano, a Casa Alta prorrogou o benefício fiscal da folha de pagamento de 17 setores da economiasem aelevação de alíquota do JCP(Juros sobre Capital Próprio) de 15% para 20%, como queria o ministro da Fazenda,Fernando Haddad.
A votação foi simbólica, sem o registro de cada congressista. Os senadores de oposiçãoFlávio Bolsonaro(PL-RJ) eMagno Malta(PL-ES) manifestaram votos contrários. O texto segue agora para a Câmara dos Deputados –oPoder360apurou que os líderes podem discutir na reunião da próxima 3ª feira (27.ago) se entrará na pauta, mas que ainda não há nada definido.
O Congresso e o governo têm até11 de setembropara encontrar uma solução. É o prazodadopelo ministro do STF Edson Fachin.
De acordo com o texto aprovado, a reoneração gradual da folha terá início em 2025 e irá perdurar até o final de 2027. Para compensação do benefício, prevaleceu o “cardápio” de 8 medidas propostas pelo presidente do Congresso,Rodrigo Pacheco(PSD-MG):
“refis” das multas com agências reguladoras;
repatriação de recursos;
regularização de ativos;
atualização de valores de ativos;
receita das apostas esportivas;
receita da taxação de importados até US$ 50;
dinheiro esquecido no sistema financeiro;
depósitos judiciais sem titularidade.
Entenda no infográfico abaixo como será a reoneração gradual da folha:

O líder do governo no Senado,Jaques Wagner(PT-BA), tentouemplacar o aumento do JCPcomo um “dispositivo de garantia” das medidas de compensação, mas esbarrou na resistência da oposição ao governo do presidenteLuiz Inácio Lula da Silva(PT), que rejeitou a elevação de carga tributária.
Na semana anterior à aprovação da matéria, o senador petistaretirou o “gatilho” da CSLL(Contribuição Social sobre Lucro Líquido) depois dascríticaslideradas por Pacheco, que chegou a dizer que“parecia até vontade do governo em aumentar impostos”, em uma alusão à “campanha” contra a taxação de Haddad.
Sem sucesso, o líder do governo aventou a hipótese do JCP, um mecanismo que Haddad cogitou extinguir para impedir supostasmanobras contábeisutilizadas por empresas para não pagar o IRPJ (Imposto de Renda da Pessoa Jurídica).
Desonerar um setor significa que ele terá redução ou isenção de tributos. Na prática, deixa a contratação e manutenção de funcionários em empresas mais baratas. Defensores do mecanismo dizem que esse tipo de prática aquece a economia e promove a criação de empregos.
Pelo que já havia sido aprovado pelo Legislativo, os 17 setores afetados permaneceriam com a alíquota reduzida até 2027. Permitiria que os setores beneficiados pagassem alíquotas de 1% a 4,5% sobre a receita bruta em vez de 20% sobre a folha de salários.
O acordo do Congresso com a Fazenda estabeleceu que o sistema seguirá inalterado até 31 de dezembro de 2024. De 2025 até 2028, haverá uma gradual reoneração e o pagamento das empresas será em percentuais do total da folha de salários."
"Brasil e Argentina são melhores escolhas na América Latina, diz BofA",Cumprimento das metas fiscais e reformas cambiais fazem os títulos soberanos dos 2 países se tornarem atrativos ao mercado,20.ago.2024 (terça-feira) - 19h51,Investing.com Brasil,"O BofA (Bank of America) apontou Brasil e Argentina como principais escolhas na América Latina ao destacar suas prioridade em estratégias soberanas na região. A informação foi divulgada em relatório a clientes e ao mercadonesta 3ª feira (20.ago.2024).
“No Brasil, as avaliações de títulos baratearam muito em nossa visão e achamos que podem melhorar à medida que o governo avança no cumprimento de suas metas fiscais”, disse o economista Carlos Capistran e o time de estratégia do BofA para a América Latina.
“Na Argentina, vemos uma oportunidade de ouro para reformas cambiais coincidindo com a redução de impostos de importação, o que pode surpreender positivamente o mercado de títulos”, afirmou.
O Bank of America cortou sua projeção de crescimento do PIB (Produto Interno Bruto) latino-americano em 2024 e 2025 para 1,5% e 2,5%, respectivamente, motivado por um crescimento menor no México.
As percepções da equipe do BofA são baseadas nas estimativas de um “pouso suave” da economia americana, com eventual corte de juros pelo Fed (Federal Reserve, Banco Central dos EUA).
“O mercado ainda está precificando cortes mais agressivos, mas os dados recentes do IPC dos EUA e das vendas no varejo ajudaram a aliviar algumas preocupações de uma desaceleração mais acentuada nos EUA”, afirmou o banco no documento.
Com informações daInvesting Brasil."
Imposto sobre ultraprocessados na tributária volta ao debate,"Em audiência pública em comissão do Senado, participantes defenderam que alimentos do tipo sejam taxados com Imposto Seletivo",20.ago.2024 (terça-feira) - 19h45,PODER360,"A inclusão dos alimentos ultraprocessados entre os itens abarcados pelo Imposto Seletivo voltou à pauta da reforma tributária. Em audiência pública na CAS (Comissão de Assuntos Sociais) do Senado, participantes defenderam a taxação especial dos itens, que não foi contemplada pelo texto aprovado na Câmara dos Deputados.
Entre os alimentos da categoria, só osrefrigerantes, por enquanto, estão na lista do“imposto do pecado”–que também inclui cigarros e bebidas alcoólicas, por exemplo.
Estudos conduzidos peloBanco Mundial, segundo a representante da instituição Courtney Ivins, sugerem que agregar os ultraprocessados ao escopo do Imposto Seletivo teria impactos positivos em 3 dimensões:
os gastos das famílias;
os gastos do governo com serviços médicos relacionados ao consumo desses alimentos; e
os anos de vida dos consumidores.
De acordo com Ivins, os ultraprocessados ainda não representam mais de 30% do consumo de alimentos no Brasil. A situação difere de outros países, como os Estados Unidos. Essa porcentagem, porém, vem aumentando rapidamente.
“O Brasil tem uma janela limitada para desestimular o consumo desses produtos e promover o acesso à comida saudável“, disse.
O pleito pela inclusão de ultraprocessados no Imposto Seletivo foi corroborado pela diretora Mônica Andreis, da ACT Promoção da Saúde –ONG que atua na promoção de políticas públicas de saúde. Ela defendeu a taxação principalmente para produtos com maior teor de açúcar e mais consumidos por crianças e adolescentes, como balas, gomas de mascar, doces, biscoitos recheados e bebidas artificiais.
A participação de ultraprocessados entre os itens contemplados pela alíquota reduzida, no texto aprovado pela Câmara, foi alvo de críticas da Secretária Nacional de Segurança Alimentar e Nutricional,Lilian dos Santos Rahal.
“Faz sentido manter redução do preço para compostos lácteos? Que é o soro do leite com diversos outros produtos que não sabemos nem o que são direito”, disse.
Rahal afirmou que é importante que a reforma tributária tenha entre os objetivos ampliar o acesso da população brasileira, principalmente os mais pobres, a alimentos saudáveis.
O secretário extraordinário da Reforma Tributária, do Ministério da Fazenda, Bernard Appy, disse que ao enviar o texto para o Congresso havia uma preocupação do governo em ter os alimentos in natura e minimamente processados em alíquota reduzida e boa parte dos ultraprocessados em alíquota cheia.
A principal exceção, à época, era a margarina, por ter um consumo intenso da população, disse. Destacou que os produtos inclusos no Imposto Seletivo são claramente nocivos à saúde e ao meio ambiente, como cigarros, bebidas alcoólicas e os próprios refrigerantes.
Para Appy, já existe uma diferenciação dentro do desenho colocado. Ele afirmou ainda que a questão da saudabilidade foi um dos parâmetros mais importantes considerados, assim como o impacto distributivo.
“Em relação aos produtos que estão na alíquota zero, tem um diferencial de mais de 26% de tributação. Em relação aos que estão na alíquota reduzida, de 16% de tributação”, disse.
OPLP (Projeto de Lei Complementar) 68 de 2024, que regulamenta a reforma, foi aprovado pela Câmara e tramita na Comissão de Constituição e Justiça (CCJ) do Senado.
Assista (2h11min15s):"
Boulos e Tabata superam Nunes nas buscas no Google em São Paulo,"Congressistas concentram 21% e 11% das buscas, respectivamente, contra 8% do atual prefeito; Marçal lidera com 52%",20.ago.2024 (terça-feira) - 19h33,Izabel Tinin redatora,"Os deputados federaisGuilherme Boulos(Psol-SP) eTabata Amaral(PSB-SP) superaram o atual prefeito de São Paulo,Ricardo Nunes(MDB-SP), embuscas no Googlede 9 a 15 de agosto de 2024.
Os congressistas concentram 21% e 11% das buscas, respectivamente. O emedebista, 8%. Já o empresárioPablo Marçal(PRTB)é mais pesquisado que os 3 juntos, somando 52%.
O apresentadorJosé Luiz Datena(PSDB-SP) aparece na 5ª posição, com 7% das buscas. Os demais candidatos tiveram menos de 1% de interesse de busca.
Eis oranking:

No intervalo de 26 de julho a 1º de agosto deste ano, Marçal já liderava oranking, mas com 35% das buscas. À época, era seguido por Datena, com 28%, e Nunes, com 14%. Logo em seguida apareciam Boulos (11%) e Tabata (9%). JáMarina Helena(Novo) representava 2%. Os demais candidatos tinham menos de 1%.
Os números foram arredondados pelo Google. A plataforma declara não ser correto dizer que os postulantes com 0% de interesse de busca não foram pesquisados, pois os dados vêm uma amostra."
